"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"QA-0164","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Authentication","Password visibility toggle","Password visibility toggle","NOT APPLICABLE","NOT TESTED","NOT APPLICABLE -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No toggle in deployed email login"
"QA-0165","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Backend dashboard data","Backend dashboard data","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0166","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Online/offline","Online/offline","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0167","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Job summary","Job summary","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0168","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Earnings summary","Earnings summary","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0169","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Materials summary","Materials summary","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0170","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Notifications","Notifications","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0171","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","All dashboard actions","All dashboard actions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0172","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Dashboard","Refresh","Refresh","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0173","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Job list","Job list","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0174","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Incoming job","Incoming job","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0175","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Job detail","Job detail","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0176","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Accept","Accept","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0177","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Reject","Reject","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0178","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Duplicate accept","Duplicate accept","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0179","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Unauthorized job access","Unauthorized job access","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0180","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Assigned job","Assigned job","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0181","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Arrival","Arrival","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-settled-current-continuation.json; logs/workflow-after-ui-accept-continuation.json; logs/workflow-arrival-continuation.json","Real authenticated job visibility, acceptance and arrival with persisted runtime IDs."
"QA-0182","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Diagnosis","Diagnosis","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-start-work-continuation.json","Diagnosis checklist reached and operated. Checklist persistence is not claimed."
"QA-0183","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Materials required","Materials required","BLOCKED","FAIL","BLOCKED -> FAIL","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-PLUMBER-START-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/material-api-continuation.json","Materials-required UI did not start backend work; material submission received 409."
"QA-0184","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Resume","Resume","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0185","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Completion","Completion","BLOCKED","FAIL","BLOCKED -> FAIL","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-PLUMBER-PHOTO-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/plumber-photo-blocker-continuation.json","Required photo capture is unavailable; Next stays disabled."
"QA-0186","reports/full-e2e-qa/coverage-cases.csv","Plumber","PLUMBER","Jobs","Invalid transition rejection","Invalid transition rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
